,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2460,India Bazaar,43.67234129999999,-79.32254329999998,Haandi 2000,43.67192914440453,-79.32366244535852,Indian Restaurant
2461,India Bazaar,43.67234129999999,-79.32254329999998,Subway,43.67315636311178,-79.3193818890498,Sandwich Place
2462,India Bazaar,43.67234129999999,-79.32254329999998,Sideshow Cafe,43.67118996476053,-79.32705815312254,Café
2463,India Bazaar,43.67234129999999,-79.32254329999998,Gautama,43.67215025713003,-79.32287710601119,Indian Restaurant
2464,India Bazaar,43.67234129999999,-79.32254329999998,New Town Restaurant,43.67287967976408,-79.31948807998097,Diner
2465,India Bazaar,43.67234129999999,-79.32254329999998,GoodLife Fitness Toronto Coxwell and Gerrard,43.67291816962865,-79.31938153507653,Gym
2466,India Bazaar,43.67234129999999,-79.32254329999998,Brickyard Bistro,43.670800911784156,-79.32812485994873,Bistro
2467,India Bazaar,43.67234129999999,-79.32254329999998,Kohinoor Foods,43.672446,-79.321775,Grocery Store
2468,India Bazaar,43.67234129999999,-79.32254329999998,Gerrard India Bazaar,43.67208555010096,-79.32340264320374,Shopping Plaza
2469,India Bazaar,43.67234129999999,-79.32254329999998,Baldev Paan House,43.671861012130975,-79.3236844528519,Indian Restaurant
2470,India Bazaar,43.67234129999999,-79.32254329999998,Toronto Cash & Carry,43.671954,-79.323412,Grocery Store
2471,India Bazaar,43.67234129999999,-79.32254329999998,Desi Burger & Chaat House,43.67170831818089,-79.32461426469615,Burger Joint
2472,India Bazaar,43.67234129999999,-79.32254329999998,Nucreation,43.67226,-79.322882,Women's Store
2473,India Bazaar,43.67234129999999,-79.32254329999998,Lahori Taste & Burger House,43.6716559063876,-79.32458125378369,Indian Restaurant
2474,India Bazaar,43.67234129999999,-79.32254329999998,Riverdale Hub,43.67170553501084,-79.3254725443135,Art Gallery
2475,India Bazaar,43.67234129999999,-79.32254329999998,Pizza Pizza,43.67095689178965,-79.32809840356403,Pizza Place
2476,India Bazaar,43.67234129999999,-79.32254329999998,Greenwood Ave streetcar stop,43.67102731567924,-79.32777460974215,Platform
2477,India Bazaar,43.67234129999999,-79.32254329999998,Daisy Mart,43.67084642733832,-79.32790979522866,Convenience Store
2478,India Bazaar,43.67234129999999,-79.32254329999998,Lahore Grill & Fast Food,43.67099152695727,-79.32804215768483,Halal Restaurant
2479,Commerce Court,43.6481717,-79.3795183,Canoe,43.647452066183476,-79.38132001815676,Restaurant
2480,Commerce Court,43.6481717,-79.3795183,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
2481,Commerce Court,43.6481717,-79.3795183,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
2482,Commerce Court,43.6481717,-79.3795183,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
2483,Commerce Court,43.6481717,-79.3795183,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
2484,Commerce Court,43.6481717,-79.3795183,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
2485,Commerce Court,43.6481717,-79.3795183,Ki Modern Japanese + Bar,43.64710349021134,-79.37938978621831,Japanese Restaurant
2486,Commerce Court,43.6481717,-79.3795183,King Taps,43.648475974183,-79.38205778358744,Gastropub
2487,Commerce Court,43.6481717,-79.3795183,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
2488,Commerce Court,43.6481717,-79.3795183,Maman,43.64830873804684,-79.38225333898805,Café
2489,Commerce Court,43.6481717,-79.3795183,Dineen Coffee,43.650497,-79.378765,Café
2490,Commerce Court,43.6481717,-79.3795183,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
2491,Commerce Court,43.6481717,-79.3795183,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
2492,Commerce Court,43.6481717,-79.3795183,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
2493,Commerce Court,43.6481717,-79.3795183,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
2494,Commerce Court,43.6481717,-79.3795183,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
2495,Commerce Court,43.6481717,-79.3795183,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
2496,Commerce Court,43.6481717,-79.3795183,Café Plenty,43.6491179354577,-79.37831288380438,Café
2497,Commerce Court,43.6481717,-79.3795183,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
2498,Commerce Court,43.6481717,-79.3795183,Marché Mövenpick,43.64723237089591,-79.37759119081164,Restaurant
2499,Commerce Court,43.6481717,-79.3795183,Bymark,43.647217284018005,-79.38125188166379,Restaurant
2500,Commerce Court,43.6481717,-79.3795183,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
2501,Commerce Court,43.6481717,-79.3795183,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
2502,Commerce Court,43.6481717,-79.3795183,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
2503,Commerce Court,43.6481717,-79.3795183,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
2504,Commerce Court,43.6481717,-79.3795183,Starbucks,43.646957445443654,-79.37826461143065,Coffee Shop
2505,Commerce Court,43.6481717,-79.3795183,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
2506,Commerce Court,43.6481717,-79.3795183,One King West Hotel & Residence,43.648947108832736,-79.37796622050357,Hotel
2507,Commerce Court,43.6481717,-79.3795183,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
2508,Commerce Court,43.6481717,-79.3795183,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
2509,Commerce Court,43.6481717,-79.3795183,GoodLife Fitness,43.65113563166627,-79.37879687835455,Gym
2510,Commerce Court,43.6481717,-79.3795183,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
2511,Commerce Court,43.6481717,-79.3795183,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
2512,Commerce Court,43.6481717,-79.3795183,Starbucks,43.649385825065345,-79.37809348357672,Coffee Shop
2513,Commerce Court,43.6481717,-79.3795183,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
2514,Commerce Court,43.6481717,-79.3795183,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
2515,Commerce Court,43.6481717,-79.3795183,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
2516,Commerce Court,43.6481717,-79.3795183,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
2517,Commerce Court,43.6481717,-79.3795183,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
2518,Commerce Court,43.6481717,-79.3795183,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
2519,Commerce Court,43.6481717,-79.3795183,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
2520,Commerce Court,43.6481717,-79.3795183,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
2521,Commerce Court,43.6481717,-79.3795183,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
2522,Commerce Court,43.6481717,-79.3795183,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
2523,Commerce Court,43.6481717,-79.3795183,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
2524,Commerce Court,43.6481717,-79.3795183,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
2525,Commerce Court,43.6481717,-79.3795183,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
2526,Commerce Court,43.6481717,-79.3795183,Starbucks,43.650420650855466,-79.37820212176874,Coffee Shop
2527,Commerce Court,43.6481717,-79.3795183,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
2528,Commerce Court,43.6481717,-79.3795183,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
2529,Commerce Court,43.6481717,-79.3795183,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
2530,Commerce Court,43.6481717,-79.3795183,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
2531,Commerce Court,43.6481717,-79.3795183,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
2532,Commerce Court,43.6481717,-79.3795183,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
2533,Commerce Court,43.6481717,-79.3795183,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
2534,Commerce Court,43.6481717,-79.3795183,Berczy Park,43.64804835388851,-79.3751722909452,Park
2535,Commerce Court,43.6481717,-79.3795183,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
2536,Commerce Court,43.6481717,-79.3795183,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
2537,Commerce Court,43.6481717,-79.3795183,Fast Fresh Foods,43.649392411305456,-79.37812292780795,Salad Place
2538,Commerce Court,43.6481717,-79.3795183,Five Guys,43.648952917114954,-79.38148110862167,Burger Joint
2539,Commerce Court,43.6481717,-79.3795183,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
2540,Commerce Court,43.6481717,-79.3795183,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
2541,Commerce Court,43.6481717,-79.3795183,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
2542,Commerce Court,43.6481717,-79.3795183,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
2543,Commerce Court,43.6481717,-79.3795183,Jump,43.64814738516352,-79.37875242540652,American Restaurant
2544,Commerce Court,43.6481717,-79.3795183,The Keg Steakhouse & Bar,43.649937252985254,-79.38419604942506,Steakhouse
2545,Commerce Court,43.6481717,-79.3795183,Starbucks,43.64602439596348,-79.37960251266739,Coffee Shop
2546,Commerce Court,43.6481717,-79.3795183,Sony Centre for the Performing Arts,43.646292124205594,-79.37602179505662,Concert Hall
2547,Commerce Court,43.6481717,-79.3795183,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
2548,Commerce Court,43.6481717,-79.3795183,Terroni,43.650927,-79.375602,Italian Restaurant
2549,Commerce Court,43.6481717,-79.3795183,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
2550,Commerce Court,43.6481717,-79.3795183,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
2551,Commerce Court,43.6481717,-79.3795183,Starbucks,43.649743251720665,-79.3794307872276,Coffee Shop
2552,Commerce Court,43.6481717,-79.3795183,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
2553,Commerce Court,43.6481717,-79.3795183,Starbucks,43.646935797838935,-79.38442766632808,Coffee Shop
2554,Commerce Court,43.6481717,-79.3795183,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
2555,Commerce Court,43.6481717,-79.3795183,Fresh On Front,43.647888,-79.374586,Vegetarian / Vegan Restaurant
2556,Commerce Court,43.6481717,-79.3795183,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
2557,Commerce Court,43.6481717,-79.3795183,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
2558,Commerce Court,43.6481717,-79.3795183,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
2559,Commerce Court,43.6481717,-79.3795183,Library Bar,43.64550019136729,-79.38160166851243,Hotel Bar
2560,Commerce Court,43.6481717,-79.3795183,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
2561,Commerce Court,43.6481717,-79.3795183,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
2562,Commerce Court,43.6481717,-79.3795183,Forno Cultura,43.648532894220665,-79.38253494049307,Bakery
2563,Commerce Court,43.6481717,-79.3795183,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
2564,Commerce Court,43.6481717,-79.3795183,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
2565,Commerce Court,43.6481717,-79.3795183,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
2566,Commerce Court,43.6481717,-79.3795183,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
2567,Commerce Court,43.6481717,-79.3795183,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
2568,Commerce Court,43.6481717,-79.3795183,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
2569,Commerce Court,43.6481717,-79.3795183,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
2570,Commerce Court,43.6481717,-79.3795183,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
2571,Commerce Court,43.6481717,-79.3795183,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
2572,Commerce Court,43.6481717,-79.3795183,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
2573,Commerce Court,43.6481717,-79.3795183,TD Canada Trust,43.6482334,-79.3809483,Bank
2574,Commerce Court,43.6481717,-79.3795183,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
2575,Commerce Court,43.6481717,-79.3795183,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
2576,Commerce Court,43.6481717,-79.3795183,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
2577,Commerce Court,43.6481717,-79.3795183,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
2578,Commerce Court,43.6481717,-79.3795183,Leña,43.65175078455427,-79.37902076748435,Latin American Restaurant
2579,Victoria Hotel,43.648159,-79.37785140000001,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
2580,Victoria Hotel,43.648159,-79.37785140000001,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
2581,Victoria Hotel,43.648159,-79.37785140000001,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
2582,Victoria Hotel,43.648159,-79.37785140000001,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
2583,Victoria Hotel,43.648159,-79.37785140000001,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
2584,Victoria Hotel,43.648159,-79.37785140000001,Ki Modern Japanese + Bar,43.64710349021134,-79.37938978621831,Japanese Restaurant
2585,Victoria Hotel,43.648159,-79.37785140000001,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
2586,Victoria Hotel,43.648159,-79.37785140000001,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
2587,Victoria Hotel,43.648159,-79.37785140000001,Dineen Coffee,43.650497,-79.378765,Café
2588,Victoria Hotel,43.648159,-79.37785140000001,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
2589,Victoria Hotel,43.648159,-79.37785140000001,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
2590,Victoria Hotel,43.648159,-79.37785140000001,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
2591,Victoria Hotel,43.648159,-79.37785140000001,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
2592,Victoria Hotel,43.648159,-79.37785140000001,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
2593,Victoria Hotel,43.648159,-79.37785140000001,Berczy Park,43.64804835388851,-79.3751722909452,Park
2594,Victoria Hotel,43.648159,-79.37785140000001,Canoe,43.647452066183476,-79.38132001815676,Restaurant
2595,Victoria Hotel,43.648159,-79.37785140000001,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
2596,Victoria Hotel,43.648159,-79.37785140000001,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
2597,Victoria Hotel,43.648159,-79.37785140000001,Café Plenty,43.6491179354577,-79.37831288380438,Café
2598,Victoria Hotel,43.648159,-79.37785140000001,Marché Mövenpick,43.64723237089591,-79.37759119081164,Restaurant
2599,Victoria Hotel,43.648159,-79.37785140000001,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
2600,Victoria Hotel,43.648159,-79.37785140000001,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
2601,Victoria Hotel,43.648159,-79.37785140000001,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
2602,Victoria Hotel,43.648159,-79.37785140000001,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
2603,Victoria Hotel,43.648159,-79.37785140000001,Starbucks,43.646957445443654,-79.37826461143065,Coffee Shop
2604,Victoria Hotel,43.648159,-79.37785140000001,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
2605,Victoria Hotel,43.648159,-79.37785140000001,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
2606,Victoria Hotel,43.648159,-79.37785140000001,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
2607,Victoria Hotel,43.648159,-79.37785140000001,Fresh On Front,43.647888,-79.374586,Vegetarian / Vegan Restaurant
2608,Victoria Hotel,43.648159,-79.37785140000001,One King West Hotel & Residence,43.648947108832736,-79.37796622050357,Hotel
2609,Victoria Hotel,43.648159,-79.37785140000001,Sony Centre for the Performing Arts,43.646292124205594,-79.37602179505662,Concert Hall
2610,Victoria Hotel,43.648159,-79.37785140000001,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
2611,Victoria Hotel,43.648159,-79.37785140000001,GoodLife Fitness,43.65113563166627,-79.37879687835455,Gym
2612,Victoria Hotel,43.648159,-79.37785140000001,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
2613,Victoria Hotel,43.648159,-79.37785140000001,Starbucks,43.649385825065345,-79.37809348357672,Coffee Shop
2614,Victoria Hotel,43.648159,-79.37785140000001,Terroni,43.650927,-79.375602,Italian Restaurant
2615,Victoria Hotel,43.648159,-79.37785140000001,Starbucks,43.650420650855466,-79.37820212176874,Coffee Shop
2616,Victoria Hotel,43.648159,-79.37785140000001,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
2617,Victoria Hotel,43.648159,-79.37785140000001,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
2618,Victoria Hotel,43.648159,-79.37785140000001,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
2619,Victoria Hotel,43.648159,-79.37785140000001,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
2620,Victoria Hotel,43.648159,-79.37785140000001,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
2621,Victoria Hotel,43.648159,-79.37785140000001,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
2622,Victoria Hotel,43.648159,-79.37785140000001,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
2623,Victoria Hotel,43.648159,-79.37785140000001,King Taps,43.648475974183,-79.38205778358744,Gastropub
2624,Victoria Hotel,43.648159,-79.37785140000001,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
2625,Victoria Hotel,43.648159,-79.37785140000001,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
2626,Victoria Hotel,43.648159,-79.37785140000001,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
2627,Victoria Hotel,43.648159,-79.37785140000001,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
2628,Victoria Hotel,43.648159,-79.37785140000001,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
2629,Victoria Hotel,43.648159,-79.37785140000001,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
2630,Victoria Hotel,43.648159,-79.37785140000001,Bymark,43.647217284018005,-79.38125188166379,Restaurant
2631,Victoria Hotel,43.648159,-79.37785140000001,Maman,43.64830873804684,-79.38225333898805,Café
2632,Victoria Hotel,43.648159,-79.37785140000001,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
2633,Victoria Hotel,43.648159,-79.37785140000001,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
2634,Victoria Hotel,43.648159,-79.37785140000001,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
2635,Victoria Hotel,43.648159,-79.37785140000001,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
2636,Victoria Hotel,43.648159,-79.37785140000001,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
2637,Victoria Hotel,43.648159,-79.37785140000001,St James Anglican Cathedral,43.650109744784004,-79.37429172248066,Church
2638,Victoria Hotel,43.648159,-79.37785140000001,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
2639,Victoria Hotel,43.648159,-79.37785140000001,Fast Fresh Foods,43.649392411305456,-79.37812292780795,Salad Place
2640,Victoria Hotel,43.648159,-79.37785140000001,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
2641,Victoria Hotel,43.648159,-79.37785140000001,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
2642,Victoria Hotel,43.648159,-79.37785140000001,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
2643,Victoria Hotel,43.648159,-79.37785140000001,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
2644,Victoria Hotel,43.648159,-79.37785140000001,Jump,43.64814738516352,-79.37875242540652,American Restaurant
2645,Victoria Hotel,43.648159,-79.37785140000001,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
2646,Victoria Hotel,43.648159,-79.37785140000001,Real Mo-Mo's,43.64917104367335,-79.37492952592592,Restaurant
2647,Victoria Hotel,43.648159,-79.37785140000001,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
2648,Victoria Hotel,43.648159,-79.37785140000001,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
2649,Victoria Hotel,43.648159,-79.37785140000001,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
2650,Victoria Hotel,43.648159,-79.37785140000001,Winners,43.6477479,-79.3745508,Clothing Store
2651,Victoria Hotel,43.648159,-79.37785140000001,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
2652,Victoria Hotel,43.648159,-79.37785140000001,The Works,43.648695612137146,-79.37404677271843,Restaurant
2653,Victoria Hotel,43.648159,-79.37785140000001,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
2654,Victoria Hotel,43.648159,-79.37785140000001,GoodLife Fitness,43.650805604431795,-79.37669340479917,Gym
2655,Victoria Hotel,43.648159,-79.37785140000001,Woods Restaurant & Bar,43.6493568159853,-79.37500248445933,Molecular Gastronomy Restaurant
2656,Victoria Hotel,43.648159,-79.37785140000001,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
2657,Victoria Hotel,43.648159,-79.37785140000001,Starbucks,43.649743251720665,-79.3794307872276,Coffee Shop
2658,Victoria Hotel,43.648159,-79.37785140000001,Starbucks,43.64602439596348,-79.37960251266739,Coffee Shop
2659,Victoria Hotel,43.648159,-79.37785140000001,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
2660,Victoria Hotel,43.648159,-79.37785140000001,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
2661,Victoria Hotel,43.648159,-79.37785140000001,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
2662,Victoria Hotel,43.648159,-79.37785140000001,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
2663,Victoria Hotel,43.648159,-79.37785140000001,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
2664,Victoria Hotel,43.648159,-79.37785140000001,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
2665,Victoria Hotel,43.648159,-79.37785140000001,Eggspectation,43.646526,-79.375134,Breakfast Spot
2666,Victoria Hotel,43.648159,-79.37785140000001,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
2667,Victoria Hotel,43.648159,-79.37785140000001,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
2668,Victoria Hotel,43.648159,-79.37785140000001,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
2669,Victoria Hotel,43.648159,-79.37785140000001,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
2670,Victoria Hotel,43.648159,-79.37785140000001,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
2671,Victoria Hotel,43.648159,-79.37785140000001,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
2672,Victoria Hotel,43.648159,-79.37785140000001,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
2673,Victoria Hotel,43.648159,-79.37785140000001,The Joint - Hogtown Smoke,43.649149979382656,-79.3746782955818,BBQ Joint
2674,Victoria Hotel,43.648159,-79.37785140000001,Leña,43.65175078455427,-79.37902076748435,Latin American Restaurant
2675,Victoria Hotel,43.648159,-79.37785140000001,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
2676,Victoria Hotel,43.648159,-79.37785140000001,Vagabondo Ristorante & Lounge,43.64822172333574,-79.37529997897587,Italian Restaurant
2677,Victoria Hotel,43.648159,-79.37785140000001,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
2678,Victoria Hotel,43.648159,-79.37785140000001,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
2679,Downsview,43.732256,-79.49338499999998,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
2680,Downsview,43.732256,-79.49338499999998,Skin City Spa,43.73257688209688,-79.4877576828003,Health & Beauty Service
2681,Upwood Park,43.7086325,-79.502524,George's Food Store,43.70712926044646,-79.50450375024332,Convenience Store
2682,Upwood Park,43.7086325,-79.502524,Buddha Chay,43.70627,-79.50479,Vietnamese Restaurant
2683,Upwood Park,43.7086325,-79.502524,Papino's Pizza,43.70642668888189,-79.50718794462159,Pizza Place
2684,Upwood Park,43.7086325,-79.502524,El Taquito,43.70449769261671,-79.50426122630974,Mexican Restaurant
2685,Humber Summit,43.7601003,-79.57178459999999,The Famous Mama Mia,43.75882,-79.570637,Empanada Restaurant
2686,Humber Summit,43.7601003,-79.57178459999999,Magical Mash-Ups,43.7599528,-79.57110069999999,Gift Shop
2687,Humber Summit,43.7601003,-79.57178459999999,Capri Pastries,43.760233278306124,-79.57168917410124,Bakery
2688,Humber Summit,43.7601003,-79.57178459999999,Islington Park,43.762474341095945,-79.57137641147332,Park
2689,Cliffcrest,43.724917,-79.22632899999998,Vi Pei Bistro - Bluffs,43.72714826155886,-79.22964018336639,Bistro
2690,Cliffcrest,43.724917,-79.22632899999998,Tim Hortons,43.726658,-79.231484,Coffee Shop
2691,Cliffcrest,43.724917,-79.22632899999998,Shoppers Drug Mart,43.7255293050729,-79.2313559441764,Pharmacy
2692,Cliffcrest,43.724917,-79.22632899999998,TD Canada Trust,43.7274727,-79.2292926,Bank
2693,Cliffcrest,43.724917,-79.22632899999998,LCBO,43.725183,-79.232039,Liquor Store
2694,Cliffside,43.712216999999995,-79.244001,Subway,43.709793,-79.24817262,Sandwich Place
2695,Cliffside,43.712216999999995,-79.244001,No Frills,43.70950722385112,-79.24854642930624,Grocery Store
2696,Cliffside,43.712216999999995,-79.244001,Pizza Pizza,43.7102,-79.24284,Pizza Place
2697,Cliffside,43.712216999999995,-79.244001,Little Caesars Pizza,43.70982450095888,-79.24854146029809,Pizza Place
2698,Scarborough Village West,43.740615000000005,-79.208887,GoodLife Fitness,43.74276122247746,-79.21370205343186,Gym
2699,Scarborough Village West,43.740615000000005,-79.208887,Starbucks,43.74159080489875,-79.21205086785514,Coffee Shop
2700,Scarborough Village West,43.740615000000005,-79.208887,Markington Square,43.74270175812357,-79.21371944893411,Shopping Mall
